"co_procedimento";"co_registro_principal";"co_procedimento_compativel";"co_registro_compativel";"tp_compatibilidade";"qt_permitida";"dt_competencia"
"0406011338";"03";"0702050130";"04";"1";"0001";"201809"
"0406011346";"03";"0702040118";"04";"1";"0001";"201809"
"0406011346";"03";"0702040150";"04";"1";"0001";"201809"
"0406011346";"03";"0702040193";"04";"1";"0001";"201809"
"0406011346";"03";"0702040207";"04";"1";"0001";"201809"
"0406011346";"03";"0702040215";"04";"1";"0001";"201809"
"0406011346";"03";"0702040274";"04";"1";"0004";"201809"
"0406011346";"03";"0702040363";"04";"1";"0020";"201809"
"0406011346";"03";"0702040444";"04";"1";"0001";"201809"
"0406011346";"03";"0702040452";"04";"1";"0001";"201809"
"0406011346";"03";"0702040460";"04";"1";"0001";"201809"
"0406011346";"03";"0702040479";"04";"1";"0001";"201809"
"0406011346";"03";"0702050016";"04";"1";"0001";"201809"
"0406011346";"03";"0802020011";"04";"1";"0001";"201809"
"0406011354";"03";"0702040118";"04";"1";"0001";"201809"
"0406011354";"03";"0702040150";"04";"1";"0001";"201809"
"0406011354";"03";"0702040193";"04";"1";"0001";"201809"
"0406011354";"03";"0702040207";"04";"1";"0001";"201809"
"0406011354";"03";"0702040215";"04";"1";"0001";"201809"
"0406011354";"03";"0702040274";"04";"1";"0004";"201809"
"0406011354";"03";"0702040363";"04";"1";"0020";"201809"
"0406011354";"03";"0702040444";"04";"1";"0001";"201809"
"0406011354";"03";"0702040452";"04";"1";"0001";"201809"
"0406011354";"03";"0702040460";"04";"1";"0001";"201809"
"0406011354";"03";"0702050016";"04";"1";"0001";"201809"
"0406011354";"03";"0802020011";"04";"1";"0001";"201809"
"0406011362";"03";"0702040118";"04";"1";"0001";"201809"
"0406011362";"03";"0702040150";"04";"1";"0001";"201809"
"0406011362";"03";"0702040193";"04";"1";"0001";"201809"
"0406011362";"03";"0702040207";"04";"1";"0001";"201809"
"0406011362";"03";"0702040215";"04";"1";"0001";"201809"
"0406011362";"03";"0702040274";"04";"1";"0004";"201809"
"0406011362";"03";"0702040444";"04";"1";"0001";"201809"
"0406011362";"03";"0702040460";"04";"1";"0001";"201809"
"0406011362";"03";"0702040541";"04";"1";"0001";"201809"
"0406011362";"03";"0702040550";"04";"1";"0001";"201809"
"0406011362";"03";"0702040568";"04";"1";"0001";"201809"
"0406011362";"03";"0702040576";"04";"1";"0001";"201809"
"0406011362";"03";"0702050016";"04";"1";"0001";"201809"
"0406011362";"03";"0802020011";"04";"1";"0001";"201809"
"0406011370";"03";"0702040118";"04";"1";"0001";"201809"
"0406011370";"03";"0702040150";"04";"1";"0001";"201809"
"0406011370";"03";"0702040193";"04";"1";"0001";"201809"
"0406011370";"03";"0702040207";"04";"1";"0001";"201809"
"0406011370";"03";"0702040215";"04";"1";"0001";"201809"
"0406011370";"03";"0702040274";"04";"1";"0004";"201809"
"0406011370";"03";"0702040355";"04";"1";"0001";"201809"
"0406011370";"03";"0702040363";"04";"1";"0020";"201809"
"0406011370";"03";"0702040452";"04";"1";"0001";"201809"
"0406011370";"03";"0702040460";"04";"1";"0001";"201809"
"0406011370";"03";"0702040479";"04";"1";"0001";"201809"
"0406011370";"03";"0702050016";"04";"1";"0001";"201809"
"0406011370";"03";"0802020011";"04";"1";"0001";"201809"
"0406011389";"03";"0702040118";"04";"1";"0001";"201809"
"0406011389";"03";"0702040150";"04";"1";"0001";"201809"
"0406011389";"03";"0702040193";"04";"1";"0001";"201809"
"0406011389";"03";"0702040207";"04";"1";"0001";"201809"
"0406011389";"03";"0702040215";"04";"1";"0001";"201809"
"0406011389";"03";"0702040274";"04";"1";"0002";"201809"
"0406011389";"03";"0702040363";"04";"1";"0020";"201809"
"0406011389";"03";"0702040444";"04";"1";"0001";"201809"
"0406011389";"03";"0702040452";"04";"1";"0001";"201809"
"0406011389";"03";"0702040460";"04";"1";"0001";"201809"
"0406011389";"03";"0702040479";"04";"1";"0001";"201809"
"0406011389";"03";"0702050016";"04";"1";"0001";"201809"
"0406011389";"03";"0802020011";"04";"1";"0001";"201809"
"0406011397";"03";"0504030027";"04";"1";"0001";"201809"
"0406011397";"03";"0702040118";"04";"1";"0001";"201809"
"0406011397";"03";"0702040150";"04";"1";"0001";"201809"
"0406011397";"03";"0702040193";"04";"1";"0001";"201809"
"0406011397";"03";"0702040207";"04";"1";"0001";"201809"
"0406011397";"03";"0702040215";"04";"1";"0001";"201809"
"0406011397";"03";"0702040274";"04";"1";"0004";"201809"
"0406011397";"03";"0702040355";"04";"1";"0001";"201809"
"0406011397";"03";"0702040363";"04";"1";"0020";"201809"
"0406011397";"03";"0702040444";"04";"1";"0001";"201809"
"0406011397";"03";"0702040452";"04";"1";"0001";"201809"
"0406011397";"03";"0702040460";"04";"1";"0001";"201809"
"0406011397";"03";"0702040479";"04";"1";"0001";"201809"
"0406011397";"03";"0702040541";"04";"1";"0001";"201809"
"0406011397";"03";"0702040550";"04";"1";"0001";"201809"
"0406011397";"03";"0702040568";"04";"1";"0001";"201809"
"0406011397";"03";"0702040576";"04";"1";"0001";"201809"
"0406011397";"03";"0702050016";"04";"1";"0001";"201809"
"0406011397";"03";"0802020011";"04";"1";"0001";"201809"
"0406011400";"03";"0702040029";"04";"1";"0001";"201809"
"0406011400";"03";"0702040118";"04";"1";"0001";"201809"
"0406011400";"03";"0702040150";"04";"1";"0001";"201809"
"0406011400";"03";"0702040193";"04";"1";"0001";"201809"
"0406011400";"03";"0702040207";"04";"1";"0001";"201809"
"0406011400";"03";"0702040215";"04";"1";"0001";"201809"
"0406011400";"03";"0702040274";"04";"1";"0004";"201809"
"0406011400";"03";"0702040444";"04";"1";"0001";"201809"
"0406011400";"03";"0702040452";"04";"1";"0001";"201809"
"0406011400";"03";"0702040460";"04";"1";"0001";"201809"
"0406011400";"03";"0702040479";"04";"1";"0001";"201809"
"0406011400";"03";"0702040541";"04";"1";"0001";"201809"
"0406011400";"03";"0702040550";"04";"1";"0001";"201809"
"0406011400";"03";"0702050016";"04";"1";"0001";"201809"
"0406011400";"03";"0802020011";"04";"1";"0001";"201809"
"0406011419";"03";"0504030027";"04";"1";"0001";"201809"
"0406011419";"03";"0702040029";"04";"1";"0001";"201809"
"0406011419";"03";"0702040118";"04";"1";"0001";"201809"
"0406011419";"03";"0702040150";"04";"1";"0001";"201809"
"0406011419";"03";"0702040193";"04";"1";"0001";"201809"
"0406011419";"03";"0702040207";"04";"1";"0001";"201809"
"0406011419";"03";"0702040215";"04";"1";"0001";"201809"
"0406011419";"03";"0702040274";"04";"1";"0004";"201809"
"0406011419";"03";"0702040444";"04";"1";"0001";"201809"
"0406011419";"03";"0702040452";"04";"1";"0001";"201809"
"0406011419";"03";"0702040460";"04";"1";"0001";"201809"
"0406011419";"03";"0702040479";"04";"1";"0001";"201809"
"0406011419";"03";"0702040550";"04";"1";"0001";"201809"
"0406011419";"03";"0702040568";"04";"1";"0001";"201809"
"0406011419";"03";"0702040576";"04";"1";"0001";"201809"
"0406011419";"03";"0702050016";"04";"1";"0001";"201809"
"0406011419";"03";"0802020011";"04";"1";"0001";"201809"
"0406011435";"03";"0702040118";"04";"1";"0001";"201809"
"0406011435";"03";"0702040150";"04";"1";"0001";"201809"
"0406011435";"03";"0702040193";"04";"1";"0001";"201809"
"0406011435";"03";"0702040207";"04";"1";"0001";"201809"
"0406011435";"03";"0702040215";"04";"1";"0001";"201809"
"0406011435";"03";"0702040274";"04";"1";"0004";"201809"
"0406011435";"03";"0702040444";"04";"1";"0001";"201809"
"0406011435";"03";"0702040452";"04";"1";"0001";"201809"
"0406011435";"03";"0702040460";"04";"1";"0001";"201809"
"0406011435";"03";"0702040479";"04";"1";"0001";"201809"
"0406011435";"03";"0702050016";"04";"1";"0001";"201809"
"0406011435";"03";"0802020011";"04";"1";"0001";"201809"
"0406011443";"03";"0702040118";"04";"1";"0001";"201809"
"0406011443";"03";"0702040150";"04";"1";"0001";"201809"
"0406011443";"03";"0702040274";"04";"1";"0002";"201809"
"0406011443";"03";"0702040339";"04";"1";"0001";"201809"
"0406011443";"03";"0702040347";"04";"1";"0001";"201809"
"0406011443";"03";"0702040363";"04";"1";"0020";"201809"
"0406011443";"03";"0702040444";"04";"1";"0001";"201809"
"0406011443";"03";"0702040452";"04";"1";"0001";"201809"
"0406011443";"03";"0702040460";"04";"1";"0001";"201809"
"0406011443";"03";"0702040479";"04";"1";"0001";"201809"
"0406011443";"03";"0702050067";"04";"1";"0001";"201809"
"0406011443";"03";"0702050130";"04";"1";"0001";"201809"
"0406011451";"03";"0702040118";"04";"1";"0001";"201809"
"0406011451";"03";"0702040150";"04";"1";"0001";"201809"
"0406011451";"03";"0702040193";"04";"1";"0001";"201809"
"0406011451";"03";"0702040207";"04";"1";"0001";"201809"
"0406011451";"03";"0702040215";"04";"1";"0001";"201809"
"0406011451";"03";"0702040274";"04";"1";"0002";"201809"
"0406011451";"03";"0702040444";"04";"1";"0001";"201809"
"0406011451";"03";"0702040460";"04";"1";"0001";"201809"
"0406011451";"03";"0702050016";"04";"1";"0001";"201809"
"0406011451";"03";"0702050130";"04";"1";"0001";"201809"
"0406011451";"03";"0802020011";"04";"1";"0001";"201809"
"0406011460";"03";"0702040118";"04";"1";"0001";"201809"
"0406011460";"03";"0702040150";"04";"1";"0001";"201809"
"0406011460";"03";"0702040193";"04";"1";"0001";"201809"
"0406011460";"03";"0702040207";"04";"1";"0001";"201809"
"0406011460";"03";"0702040215";"04";"1";"0001";"201809"
"0406011460";"03";"0702040274";"04";"1";"0001";"201809"
"0406011460";"03";"0702040444";"04";"1";"0001";"201809"
"0406011460";"03";"0702040452";"04";"1";"0001";"201809"
"0406011460";"03";"0702040460";"04";"1";"0001";"201809"
"0406011460";"03";"0702040479";"04";"1";"0001";"201809"
"0406011460";"03";"0702050016";"04";"1";"0001";"201809"
"0406011460";"03";"0702050130";"04";"1";"0001";"201809"
"0406011460";"03";"0802020011";"04";"1";"0001";"201809"
"0406011478";"03";"0504030027";"04";"1";"0001";"201809"
"0406011478";"03";"0702040150";"04";"1";"0001";"201809"
"0406011478";"03";"0702040193";"04";"1";"0001";"201809"
"0406011478";"03";"0702040215";"04";"1";"0001";"201809"
"0406011478";"03";"0702040274";"04";"1";"0004";"201809"
"0406011478";"03";"0702040312";"04";"1";"0001";"201809"
"0406011478";"03";"0702040355";"04";"1";"0001";"201809"
"0406011478";"03";"0702040444";"04";"1";"0001";"201809"
"0406011478";"03";"0702040452";"04";"1";"0001";"201809"
"0406011478";"03";"0702040460";"04";"1";"0001";"201809"
"0406011478";"03";"0702040479";"04";"1";"0001";"201809"
"0406011478";"03";"0702040541";"04";"1";"0001";"201809"
"0406011478";"03";"0702040550";"04";"1";"0001";"201809"
"0406011478";"03";"0702050016";"04";"1";"0001";"201809"
"0406011478";"03";"0702050067";"04";"1";"0001";"201809"
"0406011478";"03";"0702050121";"04";"1";"0001";"201809"
"0406011478";"03";"0702050130";"04";"1";"0001";"201809"
"0406011478";"03";"0702050342";"04";"1";"0001";"201809"
"0406011478";"03";"0802020011";"04";"1";"0001";"201809"
"0406011486";"03";"0702040118";"04";"1";"0001";"201809"
"0406011486";"03";"0702040150";"04";"1";"0001";"201809"
"0406011486";"03";"0702040193";"04";"1";"0001";"201809"
"0406011486";"03";"0702040363";"04";"1";"0001";"201809"
"0406011486";"03";"0802020011";"04";"1";"0001";"201809"
"0406011494";"03";"0702040118";"04";"1";"0001";"201809"
"0406011494";"03";"0702040150";"04";"1";"0001";"201809"
"0406011494";"03";"0702040193";"04";"1";"0001";"201809"
"0406011494";"03";"0702040207";"04";"1";"0001";"201809"
"0406011494";"03";"0702040215";"04";"1";"0001";"201809"
"0406011494";"03";"0702040274";"04";"1";"0004";"201809"
"0406011494";"03";"0702040444";"04";"1";"0001";"201809"
"0406011494";"03";"0702040460";"04";"1";"0001";"201809"
"0406011494";"03";"0702050016";"04";"1";"0001";"201809"
"0406011494";"03";"0802020011";"04";"1";"0001";"201809"
"0406011508";"03";"0702040118";"04";"1";"0001";"201809"
"0406011508";"03";"0702040150";"04";"1";"0001";"201809"
"0406011508";"03";"0702040193";"04";"1";"0001";"201809"
"0406011508";"03";"0702040207";"04";"1";"0001";"201809"
"0406011508";"03";"0702040215";"04";"1";"0001";"201809"
"0406011508";"03";"0702040274";"04";"1";"0002";"201809"
"0406011508";"03";"0702040347";"04";"1";"0001";"201809"
"0406011508";"03";"0702040371";"04";"1";"0070";"201809"
"0406011508";"03";"0702050016";"04";"1";"0001";"201809"
"0406011508";"03";"0802020011";"04";"1";"0001";"201809"
"0406011516";"03";"0702040118";"04";"1";"0001";"201809"
"0406011516";"03";"0702040150";"04";"1";"0001";"201809"
"0406011516";"03";"0702040193";"04";"1";"0001";"201809"
"0406011516";"03";"0702040207";"04";"1";"0001";"201809"
"0406011516";"03";"0702040215";"04";"1";"0001";"201809"
"0406011516";"03";"0702040274";"04";"1";"0004";"201809"
"0406011516";"03";"0702040339";"04";"1";"0001";"201809"
"0406011516";"03";"0702040347";"04";"1";"0001";"201809"
"0406011516";"03";"0702040363";"04";"1";"0020";"201809"
"0406011516";"03";"0702040444";"04";"1";"0001";"201809"
"0406011516";"03";"0702040452";"04";"1";"0001";"201809"
"0406011516";"03";"0702040460";"04";"1";"0001";"201809"
"0406011516";"03";"0702040479";"04";"1";"0001";"201809"
"0406011516";"03";"0702050016";"04";"1";"0001";"201809"
"0406011516";"03";"0702050130";"04";"1";"0001";"201809"
"0406011516";"03";"0802020011";"04";"1";"0001";"201809"
"0406020019";"03";"0702040150";"04";"1";"0001";"201809"
"0406020019";"03";"0702040339";"04";"1";"0001";"201809"
"0406020019";"03";"0702040363";"04";"1";"0020";"201809"
"0406020019";"03";"0702050059";"04";"1";"0001";"201809"
"0406020019";"03";"0702050130";"04";"1";"0001";"201809"
"0406020035";"03";"0702040150";"04";"1";"0001";"201809"
"0406020035";"03";"0702040363";"04";"1";"0020";"201809"
"0406020035";"03";"0702050059";"04";"1";"0001";"201809"
"0406020035";"03";"0702050130";"04";"1";"0001";"201809"
"0406020043";"03";"0702040150";"04";"1";"0001";"201809"
"0406020043";"03";"0702040320";"04";"1";"0001";"201809"
"0406020043";"03";"0702040339";"04";"1";"0001";"201809"
"0406020043";"03";"0702040371";"04";"1";"0070";"201809"
"0406020043";"03";"0702050059";"04";"1";"0001";"201809"
"0406020043";"03";"0702050067";"04";"1";"0001";"201809"
"0406020043";"03";"0702050130";"04";"1";"0001";"201809"
"0406020043";"03";"0702050342";"04";"1";"0001";"201809"
"0406020051";"03";"0702040150";"04";"1";"0001";"201809"
"0406020051";"03";"0702040193";"04";"1";"0001";"201809"
"0406020051";"03";"0702040320";"04";"1";"0001";"201809"
"0406020051";"03";"0702040339";"04";"1";"0001";"201809"
"0406020051";"03";"0702040347";"04";"1";"0001";"201809"
"0406020051";"03";"0702040371";"04";"1";"0070";"201809"
"0406020051";"03";"0702050016";"04";"1";"0001";"201809"
"0406020051";"03";"0702050067";"04";"1";"0001";"201809"
"0406020051";"03";"0702050075";"04";"1";"0001";"201809"
"0406020051";"03";"0702050342";"04";"1";"0001";"201809"
"0406020051";"03";"0802020011";"04";"1";"0001";"201809"
"0406020078";"03";"0702050091";"04";"1";"0001";"201809"
"0406020124";"03";"0702050059";"04";"1";"0002";"201809"
"0406020302";"03";"0702040339";"04";"1";"0001";"201809"
"0406020302";"03";"0702040347";"04";"1";"0001";"201809"
"0406020302";"03";"0702040363";"04";"1";"0020";"201809"
"0406020302";"03";"0702040444";"04";"1";"0001";"201809"
"0406020302";"03";"0702040460";"04";"1";"0001";"201809"
"0406020302";"03";"0702050059";"04";"1";"0001";"201809"
"0406020310";"03";"0702040150";"04";"1";"0001";"201809"
"0406020310";"03";"0702040339";"04";"1";"0002";"201809"
